Book_Available,Book_Category,Book_First_Link,Book_Price,Book_Stars,Book_Title,Book_total_category_amouth
True,Romance,https://books.toscrape.com/catalogue/category/books/romance_8/page-2.html,34.74,4,Imperfect Harmony,35
True,Romance,https://books.toscrape.com/catalogue/category/books/romance_8/page-2.html,39.24,3,Fighting Fate (Fighting #6),35
True,Romance,https://books.toscrape.com/catalogue/category/books/romance_8/page-2.html,47.09,5,Deep Under (Walker Security #1),35
True,Romance,https://books.toscrape.com/catalogue/category/books/romance_8/page-2.html,41.24,1,Charity's Cross (Charles Towne Belles #4),35
True,Romance,https://books.toscrape.com/catalogue/category/books/romance_8/page-2.html,37.26,4,Bounty (Colorado Mountain #7),35
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,57.36,4,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,13.86,3,Will You Won't You Want Me?,17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,20.46,4,Keep Me Posted,17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,48.49,4,Grey (Fifty Shades #4),17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,43.58,3,Meternity,17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,13.73,5,Some Women,17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,48.39,5,Shopaholic Ties the Knot (Shopaholic #3),17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,21.94,1,Can You Keep a Secret?,17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,42.8,2,Twenties Girl,17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,45.75,4,The Undomestic Goddess,17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,52.53,5,The Nanny Diaries (Nanny #1),17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,44.29,1,The Devil Wears Prada (The Devil Wears Prada #1),17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,48.96,5,Something Borrowed (Darcy & Rachel #1),17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,54.62,1,Something Blue (Darcy & Rachel #2),17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,19.69,1,I've Got Your Number,17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,19.18,4,The Edge of Reason (Bridget Jones #2),17
True,Womens Fiction,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,29.82,1,Bridget Jones's Diary (Bridget Jones #1),17
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,50.1,1,Soumission,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,47.61,5,Private Paris (Private #10),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,50.27,5,"We Love You, Charlie Freeman",65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,17.27,5,Thirst,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,54.11,3,The Murder That Never Was (Forensic Instincts #5),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,21.04,2,Tuesday Nights in 1980,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,42.15,4,The Vacationers,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,51.36,5,The Regional Office Is Under Attack!,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,53.53,5,Finders Keepers (Bill Hodges Trilogy #2),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,27.88,5,The Time Keeper,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,52.67,4,The Testament of Mary,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,25.85,3,The First Hostage (J.B. Collins #2),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,45.21,3,Take Me with You,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,26.41,3,Still Life with Bread Crumbs,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,55.84,4,Shtum,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,41.56,1,My Name Is Lucy Barton,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,24.48,3,My Mrs. Brown,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,28.9,1,Mr. Mercedes (Bill Hodges Trilogy #1),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,10.6,4,I Am Pilgrim (Pilgrim #1),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,27.09,3,Eligible (The Austen Project #4),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,14.39,4,Eight Hundred Grapes,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,11.21,5,Dear Mr. Knightley,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,25.01,3,Cometh the Hour (The Clifton Chronicles #6),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,17.03,3,Balloon Animals,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,39.72,1,A Man Called Ove,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,46.29,5,The Silent Sister (Riley MacPherson #1),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,56.54,2,The Dinner Party,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,59.45,1,The Improbability of Love,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,13.34,2,Mothering Sunday,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,45.14,1,Lies and Other Acts of Love,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,16.34,3,Daredevils,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,48.48,3,11/22/63,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,28.03,1,The Shack,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,51.15,1,The High Mountains of Portugal,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,58.54,2,Miller's Valley,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,21.96,4,Hystopia: A Novel,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,42.78,4,The Bourne Identity (Jason Bourne #1),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,40.2,4,Sister Dear,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,49.67,3,Memoirs of a Geisha,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html,19.02,1,Me Before You (Me Before You #1),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,40.32,4,Deception Point,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,24.73,3,The Little Paris Bookshop,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,45.56,3,The Firm,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,44.58,2,The Expatriates,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,34.22,5,Siddhartha,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,59.98,3,Last One Home (New Beginnings #1),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,58.0,5,Digital Fortress,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,26.58,5,Atlas Shrugged,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,23.21,3,Three-Martini Lunch,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,26.26,4,The Nightingale,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,27.41,1,The Infinities,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,52.51,5,The Husband's Secret,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,22.96,2,The Da Vinci Code (Robert Langdon #2),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,22.1,1,The Art of Fielding,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,12.47,3,Lila (Gilead #3),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,44.97,1,Jurassic Park (Jurassic Park #1),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,41.0,5,Inferno (Robert Langdon #4),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,49.13,5,Crazy Rich Asians (Crazy Rich Asians #1),65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,22.11,1,Big Little Lies,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-3.html,16.78,3,The Course of Love,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-4.html,51.96,3,When I'm Gone,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-4.html,12.34,5,The Silent Wife,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-4.html,30.66,3,The Bette Davis Club,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-4.html,57.2,5,Kitchens of the Great Midwest,65
True,Fiction,https://books.toscrape.com/catalogue/category/books/fiction_10/page-4.html,39.07,5,Bright Lines,65
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,54.64,3,Birdsong: A Story in Pictures,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,36.89,1,The Bear and the Piano,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,56.13,1,The Secret of Dreadwillow Carse,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,58.08,4,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,13.47,3,Little Red,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,12.96,5,Walt Disney's Alice in Wonderland,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,22.08,2,Twenty Yawns,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,23.57,3,Rain Fish,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,18.28,2,Once Was a Time,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,53.95,3,Luis Paints the World,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,25.08,1,Nap-a-Roo,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,35.96,4,The Whale,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,52.87,3,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,34.41,2,Raymie Nightingale,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,32.38,1,Playing from the Heart,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,22.54,1,Maybe Something Beautiful: How Art Transformed a Neighborhood,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,56.07,3,The Wild Robot,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,48.77,1,The Thing About Jellyfish,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,43.59,5,The Lonely Ones,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/index.html,26.33,5,The Day the Crayons Came Home (Crayons),29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html,16.26,2,The Cat in the Hat (Beginner Books B-1),29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html,28.54,3,Red: The True Story of Red Riding Hood,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html,37.52,2,Horrible Bear!,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html,10.79,4,Green Eggs and Ham (Beginner Books B-16),29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html,10.62,1,Counting Thyme,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html,10.66,3,Are We There Yet?,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html,52.88,4,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html,28.34,1,Matilda,29
True,Childrens,https://books.toscrape.com/catalogue/category/books/childrens_11/page-2.html,22.85,3,Charlie and the Chocolate Factory (Charlie Bucket #1),29
True,Religion,https://books.toscrape.com/catalogue/category/books/religion_12/index.html,37.97,2,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",7
True,Religion,https://books.toscrape.com/catalogue/category/books/religion_12/index.html,21.87,4,You Are What You Love: The Spiritual Power of Habit,7
True,Religion,https://books.toscrape.com/catalogue/category/books/religion_12/index.html,30.03,5,God: The Most Unpleasant Character in All Fiction,7
True,Religion,https://books.toscrape.com/catalogue/category/books/religion_12/index.html,24.57,3,The Book of Mormon,7
True,Religion,https://books.toscrape.com/catalogue/category/books/religion_12/index.html,27.62,1,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",7
True,Religion,https://books.toscrape.com/catalogue/category/books/religion_12/index.html,57.49,3,The Bhagavad Gita,7
True,Religion,https://books.toscrape.com/catalogue/category/books/religion_12/index.html,28.42,4,Choosing Our Religion: The Spiritual Lives of America's Nones,7
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,40.3,5,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,31.05,3,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,26.41,2,Reasons to Stay Alive,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,23.11,5,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,44.18,4,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,31.12,3,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,16.77,3,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,37.13,1,The Gutsy Girl: Escapades for Your Life of Epic Adventure,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,56.06,1,The Electric Pencil: Drawings from Inside State Hospital No. 3,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,41.83,4,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,19.83,2,Reskilling America: Learning to Labor in the Twenty-First Century,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,22.0,4,In the Country We Love: My Family Divided,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,54.35,2,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,29.14,5,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,30.81,1,Algorithms to Live By: The Computer Science of Human Decisions,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,43.54,2,The Power of Now: A Guide to Spiritual Enlightenment,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,38.21,2,The Omnivore's Dilemma: A Natural History of Four Meals,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,17.24,1,The Genius of Birds,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,38.49,5,The Artist's Way: A Spiritual Path to Higher Creativity,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,12.23,2,So You've Been Publicly Shamed,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,19.43,3,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,30.8,3,Big Magic: Creative Living Beyond Fear,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,27.43,2,Becoming Wise: An Inquiry into the Mystery and Art of Living,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,12.51,5,Agnostic: A Spirited Manifesto,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,38.2,4,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,19.6,2,What's It Like in Space?: Stories from Astronauts Who've Been There,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,43.04,2,The Year of Magical Thinking,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,17.43,3,The Literature Book (Big Ideas Simply Explained),110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,15.77,1,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,45.58,1,Swell: A Year of Waves,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,21.95,2,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,29.14,5,Looking for Lovely: Collecting the Moments that Matter,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,26.79,5,Let It Out: A Journey Through Journaling,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,58.79,3,Hamilton: The Revolution,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,15.06,4,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,51.75,5,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,37.8,4,Buying In: The Secret Dialogue Between What We Buy and Who We Are,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,49.32,5,Brain on Fire: My Month of Madness,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,56.37,5,Abstract City,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-2.html,27.06,1,13 Hours: The Inside Account of What Really Happened In Benghazi,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,33.26,2,The Lonely City: Adventures in the Art of Being Alone,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,59.9,3,The Diary of a Young Girl,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,21.21,3,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,41.46,4,Furiously Happy: A Funny Book About Horrible Things,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,11.68,4,"The Sleep Revolution: Transforming Your Life, One Night at a Time",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,16.89,5,"Mother, Can You Not?",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,19.53,3,A Mother's Reckoning: Living in the Aftermath of Tragedy,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,24.57,2,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,35.92,2,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,34.06,3,"Zero to One: Notes on Startups, or How to Build the Future",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,17.76,1,Why Not Me?,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,39.36,2,When Breath Becomes Air,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,28.45,4,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,38.89,5,Smarter Faster Better: The Secrets of Being Productive in Life and Business,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,21.82,3,Rising Strong,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,29.48,3,Man's Search for Meaning,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,25.06,2,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,12.55,3,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,44.21,1,I Will Find You,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-3.html,19.22,2,Brazen: The Courage to Find the You That's Been Hiding,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,56.91,4,Between the World and Me,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,55.06,4,Being Mortal: Medicine and What Matters in the End,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,13.2,3,"A Murder Over a Girl: Justice, Gender, Junior High",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,45.13,3,For the Love: Fighting for Grace in a World of Impossible Standards,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,46.64,2,Finding God in the Ruins: How God Redeems Pain,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,59.45,4,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,49.98,4,In Cold Blood,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,42.14,3,"Girl, Interrupted",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,48.67,2,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,25.15,4,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,31.63,4,My Mother Was Nuts,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,32.35,3,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,38.71,3,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,16.81,4,The Gunning of America: Business and the Making of American Gun Culture,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,28.23,2,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,27.8,1,God Is Not Great: How Religion Poisons Everything,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,31.95,3,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,50.66,3,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,58.09,1,"Unstuffed: Decluttering Your Home, Mind, and Soul",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-4.html,30.0,1,Under the Banner of Heaven: A Story of Violent Faith,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,53.51,1,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,37.25,2,The Name of God is Mercy,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,36.74,3,Stiff: The Curious Lives of Human Cadavers,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,49.51,1,Spilled Milk: Based on a True Story,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,41.67,4,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,14.16,1,Outliers: The Story of Success,110
